SYMBOL,NSE symbol,Todays Rate,Low,Open,High,Output,Volume,94642035,15268170215,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),362869,INE415G01027
URJA,NSE:URJA,12.4,11.95,13.05,13.25,Avoid,49119756,5039732,15574039.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2118,INE108E01023
HUDCO,NSE:HUDCO,82.3,81.2,81.5,83.85,Avoid,17648403,5024188,129806676.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6540,INE153A01019
ADANIENSOL,NSE:ADANIENSOL,731.1,720.05,741.05,741.1,Avoid,406832,4993602,347516904,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19607,INE510W01014
WELCORP,NSE:WELCORP,534.2,532.75,548.8,551.5,Avoid,1190124,4957051,791471765.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),35200,INE868B01028
PRAJIND,NSE:PRAJIND,592,586.15,588,609,Avoid,1650857,4915737,350785586.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12861,INE086A01029
IPL,NSE:IPL,283,281.1,282,287.7,Avoid,371695,4822297,257407051.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9945,INE335K01011
GRANULES,NSE:GRANULES,367,363.65,373,373.95,Avoid,1339118,4781667,1451259285,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),40150,INE774D01024
RTNINDIA,NSE:RTNINDIA,65.35,62.6,62.7,66.9,Avoid,12773501,4694516,1170479392,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),46805,INE163A01018
MTNL,NSE:MTNL,28.15,28.05,28.95,29.2,Avoid,2853660,4585191,174958897.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7004,INE020D01022
ASTERDM,NSE:ASTERDM,338.2,334.1,346.05,347.4,Avoid,1619245,4437872,74401563.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6889,INE360C01024
RCOM,NSE:RCOM,1.8,1.75,1.8,1.85,Best for Sell,9334669,4377612,6267145265,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),132653,INE176B01034
JAMNAAUTO,NSE:JAMNAAUTO,110.55,109.9,111.7,112,Avoid,734174,4151516,5238465339,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),115304,INE736A01011
SUVEN,NSE:SUVEN,81.45,81.1,84.85,85.5,Avoid,486171,4004318,4661495024,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),73250,INE121A01024
RELIANCE,NSE:RELIANCE,2349,2336.4,2348.55,2358.4,Avoid,2245093,3998202,289632625,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10730,INE870D01012
BSOFT,NSE:BSOFT,623.3,619,621,638,Avoid,2497155,3909144,238890935.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8123,INE615R01029
DLF,NSE:DLF,628.15,623.55,632,634.25,Avoid,3290059,3865855,587400237.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),20927,INE032A01023
IOLCP,NSE:IOLCP,419.9,418.75,424.25,428.05,Avoid,125944,3845980,1097743254,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),31697,INE085A01013
DBREALTY,NSE:DBREALTY,212,207.8,213.95,215.35,Avoid,2794295,3821168,212847855.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12922,INE244B01030
JSWENERGY,NSE:JSWENERGY,401.15,395,400.8,406,Avoid,1934702,3799940,601478577.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),36181,INE172A01027
KELLTONTEC,NSE:KELLTONTEC,84.15,82.1,82.1,87.5,Best for Buy,1192737,3772039,36393391.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3172,INE454M01024
BCG,NSE:BCG,16.7,16.6,16.9,17.05,Avoid,9056523,3748404,1491784396,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),62165,INE805D01034
ELECTCAST,NSE:ELECTCAST,105.5,103.9,107.15,107.15,Avoid,3862196,3744175,148433392.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8382,INE083A01026
CHAMBLFERT,NSE:CHAMBLFERT,304.2,303,308,309,Avoid,1485297,3741470,3315465895,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),108544,INE397D01024
CHENNPETRO,NSE:CHENNPETRO,613.35,608.45,629.7,630.3,Avoid,1338019,3709354,1564853394,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),44720,IN9155A01020
ABCAPITAL,NSE:ABCAPITAL,171.25,170.15,171.8,172.8,Avoid,2706186,3680974,233702982.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14580,INE834M01019
TECHM,NSE:TECHM,1211,1202.75,1204.9,1222.5,Avoid,1077366,3674917,1161403383,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),37971,INE299U01018
KCPSUGIND,NSE:KCPSUGIND,36.9,36.9,37.2,37.2,Avoid,38373,3638510,10562494450,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),165172,INE018A01030
HDFCLIFE,NSE:HDFCLIFE,652.35,647.5,654.95,655.2,Avoid,2178344,3624641,241303686.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11532,INE175A01038
SRPL,NSE:SRPL,1.05,1,1.05,1.05,Best for Sell,1207439,3571889,204051774,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13239,INE592A01026
CESC,NSE:CESC,97.4,97.1,98,101,Avoid,16342709,3542507,120746931.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10768,INF204KB15V2
EQUITASBNK,NSE:EQUITASBNK,95.6,94.9,97.3,98.1,Avoid,2955199,3522082,205727003.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13133,INE713T01028
CHOLAFIN,NSE:CHOLAFIN,1126.3,1120.7,1129.9,1138.6,Avoid,2168137,3451735,544844895.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),22395,INE510A01028
TEXRAIL,NSE:TEXRAIL,146.35,141.25,145,148.7,Avoid,3750800,3441836,593291051.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),25093,INE089C01029
TATACOFFEE,NSE:TATACOFFEE,276,275,278.35,278.8,Avoid,383315,3430803,908726248.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),35331,INE316L01019
CUB,NSE:CUB,150,146.7,148.75,153,Avoid,9385300,3410444,134671959.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6578,INE854B01010
OIL,NSE:OIL,313.8,313.5,317.9,328.3,Avoid,1055443,3391590,266466673.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10795,INE106T01025
SAKUMA,NSE:SAKUMA,16.2,16,16.1,16.45,Avoid,158377,3350880,9485391.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3745,INE999K20014
KMSUGAR,NSE:KMSUGAR,32.65,32.6,32.9,33.25,Avoid,425556,3344254,82855999.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4837,INE680A01011
RELIGARE,NSE:RELIGARE,231.3,218.55,219.7,231.3,Avoid,6407420,3311423,429180261.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),25374,INE498L01015
VCL,NSE:VCL,1.7,1.65,1.7,1.7,Best for Sell,670007,3277477,492419211.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21442,INE877F01012
TRU,NSE:TRU,71.8,69.9,73.7,73.75,Avoid,2276699,3217669,1391249485,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),45650,INE099Z01011
CONCOR,NSE:CONCOR,748.25,745.5,750.7,758.15,Avoid,887881,3161673,1435759473,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),45801,INE115A01026
DEVYANI,NSE:DEVYANI,182.1,181.6,186.5,186.9,Avoid,1647712,3139045,223009971.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),18079,INE201A01024
JISLJALEQS,NSE:JISLJALEQS,70.7,67.05,67.4,73.45,Avoid,24118368,3130300,219796822.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9671,INF204KC1402
DHANBANK,NSE:DHANBANK,29.6,29.55,29.8,30.25,Avoid,1897833,3125838,4592675943,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),113333,INE009A01021
HINDPETRO,NSE:HINDPETRO,308,305.5,311.55,312.8,Avoid,4877427,3108793,499996614.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),16211,INE879I01012
INDHOTEL,NSE:INDHOTEL,419.6,412.25,416.05,422.6,Avoid,5008400,3101991,295778732.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),20276,INE888C01040
GREENPOWER,NSE:GREENPOWER,23.2,21.3,23.2,23.2,Best for Sell,93339397,3098539,537291972.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),24066,INE026A01025
LODHA,NSE:LODHA,866.15,850.1,877,891.8,Avoid,2171092,3091725,688610249.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),38130,INE872J01023
MAWANASUG,NSE:MAWANASUG,100.4,99.05,99.5,101.05,Avoid,141518,3064782,349075404.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),16540,INE442H01029
GNFC,NSE:GNFC,706.25,702.3,709,714.9,Avoid,672713,3003185,121431509.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15163,INE034D01049
IRCTC,NSE:IRCTC,701.05,694.75,709.9,712,Avoid,1714181,2985937,275700123.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11807,INE217L01019
MSUMI,NSE:MSUMI,60.55,59.35,59.75,61,Avoid,8487909,2950731,167936067,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15557,INE532F01054
UTKARSHBNK,NSE:UTKARSHBNK,50.85,50.65,51.7,51.95,Avoid,2709347,2920352,211605162.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12696,INE088F01024
APOLLOTYRE,NSE:APOLLOTYRE,426.1,421.15,433,433.15,Avoid,1188556,2874205,1238570247,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),72265,INE075A01022
SHYAMMETL,NSE:SHYAMMETL,456.45,455.05,457.8,465,Avoid,332561,2872502,2375438831,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),73608,INE045601015
SBFC,NSE:SBFC,90.75,88.7,92.5,92.5,Avoid,4912148,2862657,4147574761,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),79669,INE095A01012
GATI,NSE:GATI,136.2,135,135,137.2,Best for Buy,500626,2834442,3680352057,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),91069,INE118H01025
TATAMTRDVR,NSE:TATAMTRDVR,458,455.15,464.4,466.35,Avoid,3519099,2793294,2670682.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),957,INE925Y01036
PETRONET,NSE:PETRONET,195.4,194.5,196,196.6,Avoid,1599098,2786964,470822150.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),24585,INE684F01012
PFS,NSE:PFS,34.5,34.4,36.1,36.4,Avoid,7290215,2744094,1538455516,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),38503,INE726G01019
DALMIASUG,NSE:DALMIASUG,437.5,430.05,435.95,443.95,Avoid,93412,2739893,9896573,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2605,INE752P01024
BLS,NSE:BLS,269,258.2,263.35,273.3,Avoid,2272734,2718792,202557851.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9551,INE074B01023
KSL,NSE:KSL,477,475.2,481.55,485.55,Avoid,27001,2715416,2084746363,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),89163,INE670K01029
M&MFIN,NSE:M&MFIN,275.5,272.1,274.5,275.9,Avoid,1084769,2704437,734001273.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),39409,INE978A01027
JMFINANCIL,NSE:JMFINANCIL,83.9,83.25,84,84.6,Avoid,1446530,2697140,1909167861,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),51729,INE111A01025
INDUSINDBK,NSE:INDUSINDBK,1501.75,1490.7,1498.9,1509.45,Avoid,2125867,2689060,499322932.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),30992,INE124G01033
SEPC,NSE:SEPC,22.75,22.75,24.25,24.25,Avoid,10954593,2632693,4901369241,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),113096,INE545A01016
TCS,NSE:TCS,3520,3491.25,3491.25,3533.9,Best for Buy,1475621,2613359,490025657.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21009,INE674K01013
ENGINERSIN,NSE:ENGINERSIN,143,140.8,143.05,144.75,Avoid,2703321,2589862,51866086.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4979,INE102A01024
JINDALSTEL,NSE:JINDALSTEL,650.15,648,650,654.3,Avoid,939835,2587763,1179683569,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),26979,INE067A01029
AJOONI,NSE:AJOONI,4.8,4.7,4.8,4.8,Best for Sell,336930,2584194,667817640.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),20469,INE131A01031
GSFC,NSE:GSFC,183,182.6,185.25,186.9,Avoid,1805808,2576192,186842444.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7995,INE870H01013
BIOCON,NSE:BIOCON,235.2,232.3,233,238.7,Avoid,4820490,2529913,70436057.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6911,INE785M01013
HCLTECH,NSE:HCLTECH,1322.85,1314,1314.95,1331.7,Avoid,2831858,2529568,2262909044,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),69727,INE982J01020
CROMPTON,NSE:CROMPTON,287.9,284.5,288.1,289.35,Avoid,1010088,2475230,1301614644,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),41919,INE188A01015
IIFLSEC,NSE:IIFLSEC,119,115.8,117.6,120.4,Avoid,985822,2454694,377405818.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),17425,INE621L01012
SHRIRAMPPS,NSE:SHRIRAMPPS,106.5,106,107.3,111.6,Avoid,4271192,2428273,991218871.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),28595,INE947Q01028
ORIENTPPR,NSE:ORIENTPPR,42.7,42.55,43.25,43.5,Avoid,1142888,2408600,284649623.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),20859,INE668D01028
PAYTM,NSE:PAYTM,899.9,890.55,895,905.25,Avoid,2310524,2405062,120918715.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),18400,INF204KB17I5
EDELWEISS,NSE:EDELWEISS,61.7,60.95,62.85,63,Avoid,5884568,2386182,4279306172,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),76540,INE237A01028
KOTAKBANK,NSE:KOTAKBANK,1770,1750.1,1756,1775.95,Avoid,1923651,2341740,916178694.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),26924,INE511C01022
GICHSGFIN,NSE:GICHSGFIN,186.85,186,189.9,190.65,Avoid,225893,2338564,3726403.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),234,INE008Z01020
MOREPENLAB,NSE:MOREPENLAB,39.6,38.65,39.7,40.45,Avoid,5293057,2333674,791464332.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),31206,INE061F01013
BAJAJHCARE,NSE:BAJAJHCARE,385,384.1,395.1,396.95,Avoid,119750,2331699,348071100.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21766,INE643A01035
KALYANKJIL,NSE:KALYANKJIL,314.65,312.35,319.95,320.3,Avoid,1885583,2326946,1001090920,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),42849,INE053A01029
TATACONSUM,NSE:TATACONSUM,931,928.2,935.5,940.85,Avoid,1169030,2321331,1120761033,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),35377,INE203G01027
JSWSTEEL,NSE:JSWSTEEL,763,760.65,769.9,772,Avoid,1024654,2305762,91871547.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7598,INE637H01024
RBA,NSE:RBA,114.05,113.2,115.2,116.15,Avoid,912376,2293208,819440235.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),34778,INE699H01024
VIVIDHA,NSE:VIVIDHA,0.9,0.85,0.9,0.9,Best for Sell,644288,2280777,2879448337,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),138497,INE860A01027
RHFL,NSE:RHFL,1.95,1.95,1.95,1.95,Best for Buy,370686,2275242,2284835.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),953,INE370E01029
INDIANB,NSE:INDIANB,423.8,420.75,432.9,434.8,Avoid,775072,2265207,324349913,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12457,INE508G01029
JAICORPLTD,NSE:JAICORPLTD,317.8,314.7,318.95,324.85,Avoid,915009,2253393,520407289.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15660,INE647O01011
MSPL,NSE:MSPL,22.45,21,22.45,22.45,Best for Sell,5515034,2243386,279306888.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15858,INE039C01032
AARTIIND,NSE:AARTIIND,517,515.55,526,529,Avoid,867772,2232660,34600684.89,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4523,INF204KC1089
ABFRL,NSE:ABFRL,214.35,212.45,215.65,217.55,Avoid,1365813,2196079,898468558.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19076,INE119A01028
VIPIND,NSE:VIPIND,612.75,607.75,621,624.85,Avoid,288332,2179734,280282501.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21234,INE760F01028
ASHOKA,NSE:ASHOKA,141.95,140.9,144.5,145.5,Avoid,2561323,2168354,3352774943,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),81536,INE918I01026
JKPAPER,NSE:JKPAPER,371.15,370,371.7,374.95,Avoid,262412,2139892,25465683.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3437,INE013A01015
DELTACORP,NSE:DELTACORP,137.25,136.55,138.75,139.5,Avoid,1433698,2137652,1304994519,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),44486,INE628A01036
M&M,NSE:M&M,1553,1540.6,1589.8,1589.8,Avoid,2918577,2121638,2121649107,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6742,INF732E01037
AMBUJACEM,NSE:AMBUJACEM,421.4,418.2,421.1,424.25,Avoid,1481395,2113514,579096254.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),24965,INE302A01020
SUNPHARMA,NSE:SUNPHARMA,1188,1185.25,1196,1198.25,Avoid,1054810,2111395,224675557.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),16340,INE750C01026
NLCINDIA,NSE:NLCINDIA,167.9,165.45,166,172,Avoid,4494748,2079460,900113505.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),36476,INE386C01029
ARIHANTCAP,NSE:ARIHANTCAP,66.3,66.2,69.05,69.5,Avoid,83604,2079339,114412091.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7725,INE500A01029
RAMASTEEL,NSE:RAMASTEEL,38,36.3,36.95,38.65,Avoid,3568112,2078706,20651921.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2959,INE503B01021
UGARSUGAR,NSE:UGARSUGAR,89.75,89.5,90.8,91.3,Avoid,345870,2070076,1663981830,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),74565,INE559R01029
NIACL,NSE:NIACL,155.4,149,151.1,156,Avoid,2264225,2044916,240598902.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9170,INE503A01015
HITECH,NSE:HITECH,115.5,111.8,116,117.85,Avoid,1997450,2028359,186995996,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8030,INE552D01024
JUBLFOOD,NSE:JUBLFOOD,521,518.55,528,534.75,Avoid,1794031,1997706,595110880,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),53066,INE153T01027
LAURUSLABS,NSE:LAURUSLABS,368,366.05,369.6,371.9,Avoid,1079165,1993037,80504707.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11494,INE0N0Y01013
REDINGTON,NSE:REDINGTON,160.2,158.6,159.25,161.25,Avoid,1338019,1975029,56610377.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4780,INE625B01014
LT,NSE:LT,3087,3076.2,3095.1,3111.95,Avoid,1231164,1960040,188428010.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12450,INE366A01041
AVG,NSE:AVG,290.8,281.55,283.5,296.9,Avoid,128451,1959141,190248043.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15226,INE915B01019
COCHINSHIP,NSE:COCHINSHIP,1087,1066.2,1086,1111,Avoid,1882956,1953247,13664878.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3597,INE696K01024
SYNCOMF,NSE:SYNCOMF,9.9,9.8,10,10.3,Avoid,3720968,1946303,488403354,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12645,INE383A01012
HINDUNILVR,NSE:HINDUNILVR,2506.95,2500,2534.45,2534.5,Avoid,944231,1915051,47232216.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3393,INE143A01010
NH,NSE:NH,1219,1215.05,1220.05,1258,Avoid,506470,1913450,840468466.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),36422,INE079A01024
FCONSUMER,NSE:FCONSUMER,0.8,0.8,0.85,0.85,Avoid,2973995,1910825,2347670377,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),81630,INE050A01025
VASCONEQ,NSE:VASCONEQ,74.8,74.25,75.35,76.3,Avoid,1181219,1909864,98470500.78,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4917,INF109KC1NT3
BAIDFIN,NSE:BAIDFIN,22,21.6,22.4,22.4,Avoid,31446,1902811,447336187.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),23842,INE264T01014
DCBBANK,NSE:DCBBANK,113.2,112.1,113.6,114.7,Avoid,1380899,1890020,541425311,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),25056,INE246F01010
CONFIPET,NSE:CONFIPET,83.45,82.85,84.8,85.5,Avoid,621211,1886253,411530225.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),23897,INF204KB14I2
SELAN,NSE:SELAN,459.35,452,452,471,Best for Buy,112280,1878093,65231413.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9117,INE0NN701020
PRAKASH,NSE:PRAKASH,151.55,149.8,153.6,155.2,Avoid,378802,1866220,1522812837,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),40742,INE019A01038
NOCIL,NSE:NOCIL,238.25,236.15,246,246,Avoid,1026870,1858183,35350740.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4572,INE430N01022
CGPOWER,NSE:CGPOWER,393.5,382.55,389.65,396.25,Avoid,1127292,1851937,96826105.93,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5915,INF457M01133
POONAWALLA,NSE:POONAWALLA,363.4,362.5,367.15,372.95,Avoid,2523410,1846291,454329505.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),28830,INE303R01014
CIPLA,NSE:CIPLA,1248.75,1241,1241.5,1256,Avoid,848916,1796724,223376844.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15190,INE192B01031
TRF,NSE:TRF,268.2,267,270.85,273,Avoid,85657,1789037,2025138786,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),54572,INE044A01036
FSL,NSE:FSL,166.6,163.65,164.4,167.6,Avoid,1276366,1788138,1629875854,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),52409,INE200M01021
MARICO,NSE:MARICO,526.9,523.2,530.8,532,Avoid,917647,1784882,164826848.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11297,INE338D01028
SUNTECK,NSE:SUNTECK,453,445.4,454.05,456,Avoid,290047,1748190,34946931.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2872,INE949P01018
WEBELSOLAR,NSE:WEBELSOLAR,186.95,184.6,192.9,193.3,Avoid,273579,1739581,293628703.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13975,INE164A01016
BIRLACABLE,NSE:BIRLACABLE,279,276.5,280.9,284.45,Avoid,55059,1731293,287936586.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),17737,INE891D01026
PNBHOUSING,NSE:PNBHOUSING,813,801.2,804.05,824.8,Avoid,711851,1731105,2189845680,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),85951,INE669C01036
KARURVYSYA,NSE:KARURVYSYA,151.25,150.15,154,154.85,Avoid,1982468,1710840,21305278.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2437,INE688Y01022
AEROFLEX,NSE:AEROFLEX,157.3,156.35,158.45,159.5,Avoid,405303,1707869,98876622.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5793,INE893I01013
PTC,NSE:PTC,159.85,159,161.85,166.4,Avoid,4021725,1693851,1113556530,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),47118,INE795G01014
SOBHA,NSE:SOBHA,875.85,868.3,875,887.75,Avoid,355181,1690687,1581228272,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),51133,INE419U01012
BERGEPAINT,NSE:BERGEPAINT,581.5,580.55,589.5,592.65,Avoid,477295,1690039,177498060.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3860,INE087A01019
MAZDOCK,NSE:MAZDOCK,1979.5,1956.95,1970,2002,Avoid,672185,1677667,296102007.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14036,INE818H01020
ANDHRSUGAR,NSE:ANDHRSUGAR,110,108.7,109.85,110.6,Avoid,186730,1676852,5092376.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),521,INE278R01034
ELGIRUBCO,NSE:ELGIRUBCO,57.4,57.25,60.4,60.75,Avoid,102622,1650349,1497113124,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),45460,INE010J01012
SURYODAY,NSE:SURYODAY,163.7,162.7,165.6,166,Avoid,231755,1636977,14406215.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2624,INE312C01025
JWL,NSE:JWL,345.8,334.35,335,345.8,Avoid,1873541,1631469,64631419,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7016,INE748C01038
PCJEWELLER,NSE:PCJEWELLER,29.25,29.05,29.8,30.1,Avoid,2191830,1613356,178575059.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19832,INE753K01015
